% CAPS-DAQ Version = 1.8.18
% CAPS software (c) Aerodyne Research, Inc.
% version: 0.12.7
% os: 6.6.58-gff02fcbf94a4
% Serial Number: 326001
% Total hours of operation: 1360:31
% Part: lamp installed on: 2024-01-22 in use for: 0:00 hours
% Part: pump1 installed on: 2024-01-23 in use for: 0:00 hours
% Part: pump2 installed on: 2023-08-31 in use for: 0:00 hours
% Auto. Baseline  is   On
% Auto. Baseline Interval = 0 HOURS 15 MINUTES
% Autosave  is   On
% Autosave Interval = 00 HOURS 01 MINUTES , starting 00 HOURS 01 MINUTES
% Divisors :  588 589 692664 294
% Mean Frequency = 16992.4
% IF Frequency = 28.874
% Exact Sample Time = .90
%             0            0           82            1
%          0742           17           15           10
%            40            3            5            3
%             0            0          151          700
%             0           77   6.9600e+00          100
%    0.0000e+00            0            0            0
%    7.3000e-01   2.9095e+02   0.0000e+00   6.3437e+00
%             0          111          136       326001
%    1.4402e+05            0   1.4200e+01   2.3408e+05
%    2.9729e+02   6.1100e+00           16         DHCP
%    10.80.0.61  caps-326001           35            1
%             0   2.9747e+05   7.5438e+02   1.0972e+00
%    1.8909e+04   5.3542e-01   1.1923e+01         2000
%           -20          588           17            5
%           650          950          166           13
%             0          294   1.9200e+00   5.2500e+00
%             0 2018-6-27_at_13:09   9.7141e-01 2018-6-27_at_13:05
%    2.0616e+00   2017-09-01  -1.0972e+01  01-Jan-1970
%   -1.1177e-35  08-Mar-2016  -3.6882e-22  01-Jan-1970
%    0.0000e+00   1.0000e+00   0.0000e+00   9.6000e-01
%             0            0
IgorTime,Extinction,Scattering,Loss,Pressure,Temperature,Signal,LossRef,Status,WC,SignalRef,RawScatRef,RawScat,SDR,WCRef,Timestamp
3864997183.974,243.228,218.867,474.931,756.07,297.58,90142,291.018,10136,0.584,144079.244,18955.921,156418,12,0.535,2026/06/22 14:19:43.939
3864997184.976,246.739,222.272,477.494,756.18,297.58,89685,291.018,10136,0.584,144079.244,18955.921,157033,12,0.535,2026/06/22 14:19:44.937
3864997185.977,237.340,212.125,470.632,756.07,297.59,91054,291.018,10136,0.585,144079.244,18955.921,154843,12,0.535,2026/06/22 14:19:45.934
3864997186.978,235.356,214.261,469.181,755.71,297.59,91311,291.018,10136,0.585,144079.244,18955.921,157259,12,0.535,2026/06/22 14:19:46.940
3864997187.977,246.853,221.526,477.577,756.18,297.59,89768,291.018,10136,0.584,144079.244,18955.921,156649,12,0.535,2026/06/22 14:19:47.937
3864997188.979,246.570,222.224,477.371,756.18,297.58,89711,291.018,10136,0.584,144079.244,18955.921,157089,12,0.535,2026/06/22 14:19:48.942
3864997189.976,244.360,220.491,475.755,755.87,297.58,90063,291.018,10136,0.584,144079.244,18955.921,157094,12,0.535,2026/06/22 14:19:49.941
3864997190.978,243.101,217.421,474.839,756.18,297.58,90203,291.018,10136,0.584,144079.244,18955.921,155575,12,0.535,2026/06/22 14:19:50.934
3864997191.972,246.011,224.054,476.963,756.18,297.58,89849,291.018,10136,0.584,144079.244,18955.921,158702,12,0.535,2026/06/22 14:19:51.937
3864997192.976,241.966,218.711,474.012,756.33,297.58,90403,291.018,10136,0.584,144079.244,18955.921,157083,12,0.535,2026/06/22 14:19:52.935
3864997193.972,239.686,215.742,472.345,756.18,297.58,90817,291.018,10136,0.584,144079.244,18955.921,156343,12,0.535,2026/06/22 14:19:53.937
3864997194.977,232.227,206.540,466.898,755.87,297.58,91751,291.018,10136,0.585,144079.244,18955.921,153394,12,0.535,2026/06/22 14:19:54.941
3864997195.971,240.508,217.016,472.944,756.07,297.58,90749,291.018,10136,0.584,144079.244,18955.921,156892,12,0.535,2026/06/22 14:19:55.938
3864997196.975,245.692,220.730,476.732,756.33,297.58,90154,291.018,10136,0.584,144079.244,18955.921,157079,12,0.535,2026/06/22 14:19:56.944
3864997197.975,245.244,222.729,476.404,756.33,297.58,89957,291.018,10136,0.584,144079.244,18955.921,158196,12,0.535,2026/06/22 14:19:57.936
3864997198.977,253.184,228.919,482.198,756.07,297.58,89147,291.018,10136,0.584,144079.244,18955.921,158868,12,0.535,2026/06/22 14:19:58.934
3864997199.970,260.089,232.900,487.239,756.07,297.59,88084,291.018,10136,0.583,144079.244,18955.921,157810,12,0.535,2026/06/22 14:19:59.933
3864997200.975,267.559,241.090,492.694,756.33,297.58,86993,291.018,10136,0.583,144079.244,18955.921,159152,12,0.535,2026/06/22 14:20:00.942
3864997201.975,334.822,301.234,541.795,756.18,297.58,79315,291.018,10136,0.576,144079.244,18955.921,161327,12,0.535,2026/06/22 14:20:01.931
3864997202.974,341.423,306.893,546.612,756.07,297.59,78627,291.018,10136,0.575,144079.244,18955.921,161124,12,0.535,2026/06/22 14:20:02.933
3864997203.975,346.609,313.976,550.399,756.18,297.58,77965,291.018,10136,0.574,144079.244,18955.921,161982,12,0.535,2026/06/22 14:20:03.933
3864997204.974,343.517,310.279,548.140,755.87,297.58,78207,291.018,10136,0.575,144079.244,18955.921,161429,12,0.535,2026/06/22 14:20:04.933
3864997205.984,350.550,317.860,553.277,756.18,297.58,77580,291.018,10136,0.574,144079.244,18955.921,162090,12,0.535,2026/06/22 14:20:05.950
3864997206.975,347.994,316.937,551.408,755.87,297.59,77846,291.018,10136,0.574,144079.244,18955.921,162847,12,0.535,2026/06/22 14:20:06.933
3864997207.974,338.919,307.979,544.785,756.07,297.58,78586,291.018,10136,0.575,144079.244,18955.921,162230,12,0.535,2026/06/22 14:20:07.940
3864997208.974,355.202,319.513,556.668,755.71,297.58,77281,291.018,10136,0.573,144079.244,18955.921,161087,12,0.535,2026/06/22 14:20:08.954
3864997209.968,346.961,312.625,550.657,756.18,297.58,77994,291.018,10136,0.574,144079.244,18955.921,161281,12,0.535,2026/06/22 14:20:09.933
3864997210.984,345.357,312.420,549.485,756.18,297.58,78129,291.018,10136,0.574,144079.244,18955.921,161868,12,0.535,2026/06/22 14:20:10.949
3864997211.973,345.009,311.256,549.231,756.18,297.58,78173,291.018,10136,0.574,144079.244,18955.921,161467,12,0.535,2026/06/22 14:20:11.941
3864997212.974,341.252,307.774,546.485,755.71,297.58,78549,291.018,10136,0.575,144079.244,18955.921,161452,12,0.535,2026/06/22 14:20:12.933
3864997213.970,339.751,306.853,545.393,756.18,297.58,78721,291.018,10136,0.575,144079.244,18955.921,161724,12,0.535,2026/06/22 14:20:13.940
3864997214.973,376.261,338.531,572.045,756.07,297.57,75404,291.018,10136,0.570,144079.244,18955.921,160774,12,0.535,2026/06/22 14:20:14.942
3864997215.984,352.764,314.707,554.889,755.87,297.59,77574,291.018,10136,0.573,144079.244,18955.921,159968,12,0.535,2026/06/22 14:20:15.956
3864997216.972,361.403,326.345,561.198,756.07,297.59,76487,291.018,10136,0.572,144079.244,18955.921,161135,12,0.535,2026/06/22 14:20:16.932
3864997217.971,340.790,305.441,546.147,755.71,297.59,78637,291.018,10136,0.575,144079.244,18955.921,160571,12,0.535,2026/06/22 14:20:17.932
3864997218.972,354.340,320.446,556.042,756.07,297.58,77321,291.018,10136,0.573,144079.244,18955.921,161844,12,0.535,2026/06/22 14:20:18.941
3864997219.967,353.066,314.119,555.112,756.07,297.58,77557,291.018,10136,0.573,144079.244,18955.921,159569,12,0.535,2026/06/22 14:20:19.938
3864997220.971,342.559,309.360,547.442,756.07,297.58,78386,291.018,10136,0.575,144079.244,18955.921,161582,12,0.535,2026/06/22 14:20:20.933
3864997221.971,353.333,317.745,555.308,756.18,297.58,77401,291.018,10136,0.573,144079.244,18955.921,160951,12,0.535,2026/06/22 14:20:21.932
3864997222.966,374.155,336.215,570.508,756.18,297.58,75380,291.018,10136,0.570,144079.244,18955.921,160190,12,0.535,2026/06/22 14:20:22.933
3864997223.973,346.065,313.829,550.002,756.07,297.58,78243,291.018,10136,0.574,144079.244,18955.921,162626,12,0.535,2026/06/22 14:20:23.932
3864997224.971,359.950,322.749,560.138,756.18,297.58,76769,291.018,10136,0.572,144079.244,18955.921,160377,12,0.535,2026/06/22 14:20:24.939
3864997225.971,345.432,309.580,549.539,756.07,297.58,78109,291.018,10136,0.574,144079.244,18955.921,160391,12,0.535,2026/06/22 14:20:25.932
3864997226.981,349.649,313.429,552.620,756.33,297.59,77972,291.018,10136,0.574,144079.244,18955.921,160950,12,0.535,2026/06/22 14:20:26.948
3864997227.971,340.574,305.434,545.995,756.33,297.58,78700,291.018,10136,0.575,144079.244,18955.921,160752,12,0.535,2026/06/22 14:20:27.943
3864997228.966,341.540,306.814,546.700,756.33,297.58,78576,291.018,10136,0.575,144079.244,18955.921,160950,12,0.535,2026/06/22 14:20:28.937
3864997229.971,351.654,316.298,554.080,755.87,297.58,77607,291.018,10136,0.573,144079.244,18955.921,161097,12,0.535,2026/06/22 14:20:29.942
3864997230.969,338.969,305.540,544.823,756.33,297.58,78666,291.018,10136,0.575,144079.244,18955.921,161145,12,0.535,2026/06/22 14:20:30.942
3864997231.986,362.042,326.722,561.667,756.33,297.58,76284,291.018,10136,0.572,144079.244,18955.921,160725,12,0.535,2026/06/22 14:20:31.956
3864997232.964,347.314,311.988,550.913,756.07,297.58,77873,291.018,10136,0.574,144079.244,18955.921,160625,12,0.535,2026/06/22 14:20:32.932
3864997233.970,352.728,318.011,554.862,755.71,297.58,77375,291.018,10136,0.573,144079.244,18955.921,161180,12,0.535,2026/06/22 14:20:33.943
3864997234.964,352.572,317.378,554.752,756.07,297.58,77513,291.018,10136,0.573,144079.244,18955.921,161198,12,0.535,2026/06/22 14:20:34.936
3864997235.964,355.284,319.908,556.732,756.18,297.58,77216,291.018,10136,0.573,144079.244,18955.921,161123,12,0.535,2026/06/22 14:20:35.931
3864997236.963,348.360,316.075,551.677,756.07,297.58,77939,291.018,10136,0.574,144079.244,18955.921,162520,12,0.535,2026/06/22 14:20:36.936
3864997237.964,335.922,303.959,542.592,755.50,297.59,79038,291.018,10136,0.576,144079.244,18955.921,161879,12,0.535,2026/06/22 14:20:37.938
3864997238.970,356.763,320.951,557.813,756.33,297.59,77096,291.018,10136,0.573,144079.244,18955.921,161002,12,0.535,2026/06/22 14:20:38.943
3864997239.965,344.333,307.570,548.741,756.54,297.58,78339,291.018,10136,0.574,144079.244,18955.921,160136,12,0.535,2026/06/22 14:20:39.938
3864997240.966,344.771,309.714,549.058,756.18,297.59,78195,291.018,10136,0.574,144079.244,18955.921,160802,12,0.535,2026/06/22 14:20:40.942
3864997241.970,351.524,317.879,553.989,756.33,297.58,77398,291.018,10136,0.573,144079.244,18955.921,161471,12,0.535,2026/06/22 14:20:41.943
3864997242.973,351.706,317.258,554.117,755.87,297.58,77469,291.018,10136,0.573,144079.244,18955.921,161268,12,0.535,2026/06/22 14:20:42.948
3864997243.967,354.228,318.192,555.957,755.71,297.58,77206,291.018,10136,0.573,144079.244,18955.921,160536,12,0.535,2026/06/22 14:20:43.935
3864997244.967,381.429,344.526,575.817,756.07,297.59,74700,291.018,10136,0.569,144079.244,18955.921,160689,12,0.535,2026/06/22 14:20:44.941
3864997245.968,352.789,318.350,554.910,756.18,297.58,77364,291.018,10136,0.573,144079.244,18955.921,161308,12,0.535,2026/06/22 14:20:45.942
3864997246.967,356.075,320.130,557.309,756.18,297.58,77091,291.018,10136,0.573,144079.244,18955.921,160769,12,0.535,2026/06/22 14:20:46.937
3864997247.974,366.243,330.112,564.731,756.07,297.58,76001,291.018,10136,0.571,144079.244,18955.921,160665,12,0.535,2026/06/22 14:20:47.945
3864997248.961,345.077,309.760,549.285,756.69,297.59,78260,291.018,10136,0.574,144079.244,18955.921,160882,12,0.535,2026/06/22 14:20:48.933
3864997249.969,346.627,312.918,550.411,756.07,297.59,77913,291.018,10136,0.574,144079.244,18955.921,161344,12,0.535,2026/06/22 14:20:49.933
3864997250.966,351.499,315.685,553.966,755.87,297.58,77527,291.018,10136,0.573,144079.244,18955.921,160670,12,0.535,2026/06/22 14:20:50.941
3864997251.966,353.578,319.564,555.488,756.33,297.58,77362,291.018,10136,0.573,144079.244,18955.921,161695,12,0.535,2026/06/22 14:20:51.938
3864997252.971,363.023,327.163,562.379,755.87,297.58,76508,291.018,10136,0.572,144079.244,18955.921,161157,12,0.535,2026/06/22 14:20:52.948
3864997253.965,363.704,328.202,562.879,756.18,297.59,76331,291.018,10136,0.572,144079.244,18955.921,161104,12,0.535,2026/06/22 14:20:53.940
3864997254.967,353.603,316.803,555.505,756.18,297.58,77363,291.018,10136,0.573,144079.244,18955.921,160344,12,0.535,2026/06/22 14:20:54.942
3864997255.965,344.207,310.817,548.645,756.07,297.59,78171,291.018,10136,0.575,144079.244,18955.921,161448,12,0.535,2026/06/22 14:20:55.943
3864997256.961,368.120,330.916,566.103,756.18,297.58,76005,291.018,10136,0.571,144079.244,18955.921,160576,12,0.535,2026/06/22 14:20:56.938
3864997257.982,349.221,314.807,552.306,756.18,297.58,77668,291.018,10136,0.574,144079.244,18955.921,161110,12,0.535,2026/06/22 14:20:57.960
3864997258.967,362.407,330.063,561.935,756.54,297.57,76473,291.018,10136,0.572,144079.244,18955.921,162619,12,0.535,2026/06/22 14:20:58.931
3864997259.959,359.800,323.270,560.028,756.07,297.58,76838,291.018,10136,0.572,144079.244,18955.921,160809,12,0.535,2026/06/22 14:20:59.931
3864997260.961,340.618,306.120,546.023,755.87,297.59,78626,291.018,10136,0.575,144079.244,18955.921,160936,12,0.535,2026/06/22 14:21:00.930
3864997261.960,364.090,331.261,563.163,756.54,297.58,76358,291.018,10136,0.571,144079.244,18955.921,162512,12,0.535,2026/06/22 14:21:01.940
3864997262.975,358.626,324.626,559.171,756.18,297.58,76815,291.018,10136,0.572,144079.244,18955.921,161710,12,0.535,2026/06/22 14:21:02.947
3864997263.963,346.391,310.709,550.239,756.07,297.58,77951,291.018,10136,0.574,144079.244,18955.921,160385,12,0.535,2026/06/22 14:21:03.938
3864997264.959,392.991,353.872,584.258,756.18,297.58,73569,291.018,10136,0.567,144079.244,18955.921,159492,12,0.535,2026/06/22 14:21:04.941
3864997265.960,444.607,401.546,621.938,756.18,297.58,69351,291.018,10136,0.557,144079.244,18955.921,156856,12,0.535,2026/06/22 14:21:05.943
3864997266.961,498.878,450.501,661.559,756.54,297.58,65098,291.018,10136,0.545,144079.244,18955.921,151562,12,0.535,2026/06/22 14:21:06.930
3864997267.958,511.271,461.876,670.606,756.54,297.58,64332,291.018,10136,0.542,144079.244,18955.921,150613,12,0.535,2026/06/22 14:21:07.938
3864997268.960,516.115,466.995,674.136,755.87,297.59,63965,291.018,10136,0.541,144079.244,18955.921,150270,12,0.535,2026/06/22 14:21:08.940
3864997269.959,527.394,477.076,682.374,756.33,297.57,63372,291.018,10136,0.539,144079.244,18955.921,149453,12,0.535,2026/06/22 14:21:09.931
3864997270.960,528.920,476.361,683.488,756.33,297.58,63192,291.018,10136,0.538,144079.244,18955.921,148470,12,0.535,2026/06/22 14:21:10.936
3864997271.963,536.450,484.697,688.982,756.07,297.58,62619,291.018,10136,0.536,144079.244,18955.921,147956,12,0.535,2026/06/22 14:21:11.941
3864997272.959,531.846,478.450,685.623,756.33,297.58,63045,291.018,10136,0.537,144079.244,18955.921,148107,12,0.535,2026/06/22 14:21:12.930
3864997273.981,525.921,475.722,681.297,756.18,297.59,63293,291.018,10136,0.539,144079.244,18955.921,149183,12,0.535,2026/06/22 14:21:13.961
3864997274.962,531.730,479.393,685.538,756.18,297.58,62981,291.018,10136,0.538,144079.244,18955.921,148267,12,0.535,2026/06/22 14:21:14.929
3864997275.964,521.978,470.059,678.419,756.18,297.58,63504,291.018,10136,0.540,144079.244,18955.921,148822,12,0.535,2026/06/22 14:21:15.945
3864997276.963,550.073,494.760,698.928,756.07,297.58,62061,291.018,10136,0.533,144079.244,18955.921,146595,12,0.535,2026/06/22 14:21:16.929
3864997277.962,542.605,490.870,693.477,756.18,297.58,62137,291.018,10136,0.535,144079.244,18955.921,147280,12,0.535,2026/06/22 14:21:17.929
3864997278.975,556.046,499.026,703.288,756.18,297.58,61464,291.018,10136,0.532,144079.244,18955.921,145111,12,0.535,2026/06/22 14:21:18.947
3864997279.964,524.542,472.538,680.290,756.07,297.58,63439,291.018,10136,0.539,144079.244,18955.921,148859,12,0.535,2026/06/22 14:21:19.945
3864997280.958,532.840,483.107,686.348,756.18,297.58,62945,291.018,10136,0.537,144079.244,18955.921,149054,12,0.535,2026/06/22 14:21:20.930
3864997281.961,523.414,468.647,679.466,756.07,297.58,63598,291.018,10136,0.539,144079.244,18955.921,148285,12,0.535,2026/06/22 14:21:21.940
3864997282.960,534.392,483.621,687.480,756.07,297.58,62843,291.018,10136,0.537,144079.244,18955.921,148621,12,0.535,2026/06/22 14:21:22.940
3864997283.970,547.056,490.751,696.723,755.87,297.58,62064,291.018,10136,0.534,144079.244,18955.921,146098,12,0.535,2026/06/22 14:21:23.946
3864997284.959,537.805,486.317,689.973,756.18,297.58,62434,291.018,10136,0.536,144079.244,18955.921,147700,12,0.535,2026/06/22 14:21:24.930
3864997285.962,551.061,497.467,699.649,756.18,297.58,61742,291.018,10136,0.533,144079.244,18955.921,146405,12,0.535,2026/06/22 14:21:25.944
3864997286.956,553.398,494.475,701.354,756.07,297.58,61744,291.018,10136,0.532,144079.244,18955.921,145044,12,0.535,2026/06/22 14:21:26.930
3864997287.956,532.152,483.328,685.845,756.18,297.58,62957,291.018,10136,0.537,144079.244,18955.921,149303,12,0.535,2026/06/22 14:21:27.938
3864997288.954,550.195,498.369,699.020,756.54,297.58,62032,291.018,10136,0.533,144079.244,18955.921,147543,12,0.535,2026/06/22 14:21:28.935
3864997289.960,548.846,495.797,698.035,756.54,297.58,61883,291.018,10136,0.533,144079.244,18955.921,146742,12,0.535,2026/06/22 14:21:29.939
3864997290.960,536.057,482.843,688.697,756.33,297.58,62668,291.018,10136,0.537,144079.244,18955.921,147606,12,0.535,2026/06/22 14:21:30.941
3864997291.962,530.085,479.173,684.338,756.33,297.58,63085,291.018,10136,0.538,144079.244,18955.921,148812,12,0.535,2026/06/22 14:21:31.945
3864997292.961,491.585,444.080,656.233,756.33,297.59,65660,291.018,10136,0.547,144079.244,18955.921,152425,12,0.535,2026/06/22 14:21:32.929
3864997293.954,544.287,492.636,694.704,756.18,297.58,62244,291.018,10136,0.535,144079.244,18955.921,147680,12,0.535,2026/06/22 14:21:33.937
3864997294.955,521.225,468.623,677.868,756.07,297.58,63643,291.018,10136,0.540,144079.244,18955.921,148872,12,0.535,2026/06/22 14:21:34.932
3864997295.954,541.721,488.433,692.831,756.18,297.58,62325,291.018,10136,0.535,144079.244,18955.921,147204,12,0.535,2026/06/22 14:21:35.936
3864997296.960,521.740,467.122,678.244,756.07,297.58,63561,291.018,10136,0.540,144079.244,18955.921,148101,12,0.535,2026/06/22 14:21:36.942
3864997297.955,552.289,500.829,700.545,756.07,297.58,61756,291.018,10136,0.533,144079.244,18955.921,147135,12,0.535,2026/06/22 14:21:37.928
3864997298.960,519.856,469.219,676.871,756.33,297.58,63764,291.018,10136,0.540,144079.244,18955.921,149648,12,0.535,2026/06/22 14:21:38.944
3864997299.966,543.793,489.116,694.343,756.07,297.58,62269,291.018,10136,0.535,144079.244,18955.921,146817,12,0.535,2026/06/22 14:21:39.945
3864997300.953,548.419,492.188,697.724,756.54,297.58,61954,291.018,10136,0.534,144079.244,18955.921,145959,12,0.535,2026/06/22 14:21:40.938
3864997301.953,563.176,505.556,708.492,756.07,297.58,60921,291.018,10136,0.530,144079.244,18955.921,144132,12,0.535,2026/06/22 14:21:41.930
3864997302.959,528.143,476.376,682.922,756.54,297.58,62985,291.018,10136,0.538,144079.244,18955.921,148161,12,0.535,2026/06/22 14:21:42.943
3864997303.957,551.701,500.032,700.118,756.33,297.58,61751,291.018,10136,0.533,144079.244,18955.921,147023,12,0.535,2026/06/22 14:21:43.938
3864997304.967,511.688,460.187,670.904,755.87,297.58,64064,291.018,10136,0.542,144079.244,18955.921,149357,12,0.535,2026/06/22 14:21:44.942
3864997305.958,547.468,495.315,697.027,756.18,297.58,61971,291.018,10136,0.534,144079.244,18955.921,147113,12,0.535,2026/06/22 14:21:45.944
3864997306.957,528.644,479.050,683.284,756.07,297.57,63061,291.018,10136,0.538,144079.244,18955.921,149040,12,0.535,2026/06/22 14:21:46.939
3864997307.957,543.787,484.542,694.342,756.54,297.58,62125,291.018,10136,0.535,144079.244,18955.921,145142,12,0.535,2026/06/22 14:21:47.939
3864997308.953,535.103,484.745,687.996,755.71,297.58,62755,291.018,10136,0.537,144079.244,18955.921,148591,12,0.535,2026/06/22 14:21:48.941
3864997309.952,527.133,473.690,682.181,756.07,297.58,63219,291.018,10136,0.539,144079.244,18955.921,148118,12,0.535,2026/06/22 14:21:49.935
3864997310.959,535.966,484.390,688.633,756.54,297.58,62645,291.018,10136,0.537,144079.244,18955.921,148033,12,0.535,2026/06/22 14:21:50.945
3864997311.956,547.526,491.108,697.068,756.18,297.58,61998,291.018,10136,0.534,144079.244,18955.921,145944,12,0.535,2026/06/22 14:21:51.942
3864997312.952,548.659,490.237,697.895,756.07,297.58,61979,291.018,10136,0.534,144079.244,18955.921,145401,12,0.535,2026/06/22 14:21:52.929
3864997313.952,544.740,494.100,695.035,756.18,297.59,62055,291.018,10136,0.534,144079.244,18955.921,147559,12,0.535,2026/06/22 14:21:53.939
3864997314.956,529.503,475.173,683.912,756.18,297.58,62989,291.018,10136,0.538,144079.244,18955.921,147504,12,0.535,2026/06/22 14:21:54.941
3864997315.966,524.415,469.697,680.202,756.69,297.58,63434,291.018,10136,0.539,144079.244,18955.921,148003,12,0.535,2026/06/22 14:21:55.950
3864997316.951,556.759,502.729,703.806,755.87,297.58,61441,291.018,10136,0.532,144079.244,18955.921,145953,12,0.535,2026/06/22 14:21:56.927
3864997317.951,549.130,492.952,698.239,756.18,297.58,62060,291.018,10136,0.533,144079.244,18955.921,146275,12,0.535,2026/06/22 14:21:57.937
3864997318.954,535.423,484.309,688.237,756.54,297.58,62611,291.018,10136,0.537,144079.244,18955.921,148049,12,0.535,2026/06/22 14:21:58.941
3864997319.957,532.532,479.897,686.119,755.71,297.58,62846,291.018,10136,0.537,144079.244,18955.921,147923,12,0.535,2026/06/22 14:21:59.944
3864997320.968,550.414,494.248,699.179,756.33,297.58,61862,291.018,10136,0.533,144079.244,18955.921,145903,12,0.535,2026/06/22 14:22:00.955
3864997321.954,527.017,473.775,682.098,756.33,297.59,63115,291.018,10136,0.539,144079.244,18955.921,147926,12,0.535,2026/06/22 14:22:01.944
3864997322.957,551.524,496.695,699.986,756.07,297.59,61706,291.018,10136,0.533,144079.244,18955.921,145997,12,0.535,2026/06/22 14:22:02.944
3864997323.954,509.743,454.715,669.489,756.33,297.58,64298,291.018,10136,0.543,144079.244,18955.921,148601,12,0.535,2026/06/22 14:22:03.936
3864997324.954,542.967,493.292,693.741,756.18,297.58,62381,291.018,10136,0.535,144079.244,18955.921,148490,12,0.535,2026/06/22 14:22:04.944
3864997325.966,533.714,480.731,686.986,756.18,297.58,62890,291.018,10136,0.537,144079.244,18955.921,148015,12,0.535,2026/06/22 14:22:05.953
3864997326.955,525.756,471.337,681.175,756.07,297.59,63354,291.018,10136,0.539,144079.244,18955.921,148021,12,0.535,2026/06/22 14:22:06.943
3864997327.954,541.309,486.707,692.527,755.87,297.58,62267,291.018,10136,0.535,144079.244,18955.921,146650,12,0.535,2026/06/22 14:22:07.942
3864997328.950,571.289,513.047,714.417,756.33,297.58,60563,291.018,10136,0.528,144079.244,18955.921,143622,12,0.535,2026/06/22 14:22:08.927
3864997329.955,594.949,536.232,731.687,756.07,297.58,59198,291.018,10136,0.522,144079.244,18955.921,141560,12,0.535,2026/06/22 14:22:09.942
3864997330.967,635.075,572.952,760.974,755.50,297.58,56997,291.018,10136,0.512,144079.244,18955.921,137161,12,0.535,2026/06/22 14:22:10.955
3864997331.955,652.654,592.751,773.812,756.18,297.58,55862,291.018,10136,0.508,144079.244,18955.921,135496,12,0.535,2026/06/22 14:22:11.942
3864997332.954,679.613,616.299,793.494,756.33,297.58,54572,291.018,10136,0.501,144079.244,18955.921,132309,12,0.535,2026/06/22 14:22:12.943
3864997333.954,663.438,599.803,781.687,756.54,297.58,55562,291.018,10136,0.505,144079.244,18955.921,134243,12,0.535,2026/06/22 14:22:13.946
3864997334.955,687.228,618.818,799.051,756.07,297.56,54329,291.018,10136,0.499,144079.244,18955.921,130821,12,0.535,2026/06/22 14:22:14.944
3864997335.955,701.929,632.483,809.783,756.18,297.58,53589,291.018,10136,0.495,144079.244,18955.921,129112,12,0.535,2026/06/22 14:22:15.942
3864997336.956,683.407,614.586,796.263,756.33,297.58,54358,291.018,10136,0.500,144079.244,18955.921,130722,12,0.535,2026/06/22 14:22:16.946
3864997337.954,671.294,609.231,787.421,756.33,297.58,55059,291.018,10136,0.503,144079.244,18955.921,133566,12,0.535,2026/06/22 14:22:17.927
3864997338.955,677.350,607.517,791.840,756.07,297.58,54741,291.018,10136,0.502,144079.244,18955.921,131287,12,0.535,2026/06/22 14:22:18.943
3864997339.955,694.416,625.583,804.299,756.18,297.58,53610,291.018,10136,0.497,144079.244,18955.921,129148,12,0.535,2026/06/22 14:22:19.943
3864997340.954,702.242,632.773,810.012,756.18,297.58,53565,291.018,10136,0.495,144079.244,18955.921,129055,12,0.535,2026/06/22 14:22:20.940
3864997341.956,673.456,604.683,789.001,756.54,297.59,54992,291.018,10136,0.503,144079.244,18955.921,132018,12,0.535,2026/06/22 14:22:21.943
3864997342.956,693.049,622.094,803.300,756.07,297.58,54110,291.018,10136,0.498,144079.244,18955.921,129891,12,0.535,2026/06/22 14:22:22.943
3864997343.955,680.036,615.548,793.801,756.18,297.58,54576,291.018,10136,0.501,144079.244,18955.921,132081,12,0.535,2026/06/22 14:22:23.943
3864997344.954,696.132,632.044,805.550,756.07,297.58,53738,291.018,10136,0.497,144079.244,18955.921,130450,12,0.535,2026/06/22 14:22:24.944
3864997345.948,674.486,609.629,789.751,756.33,297.58,54792,291.018,10136,0.502,144079.244,18955.921,132398,12,0.535,2026/06/22 14:22:25.926
3864997346.948,690.636,620.488,801.537,755.87,297.58,53921,291.018,10136,0.498,144079.244,18955.921,129553,12,0.535,2026/06/22 14:22:26.937
3864997347.950,694.611,628.374,804.441,756.18,297.58,53917,291.018,10136,0.497,144079.244,18955.921,130420,12,0.535,2026/06/22 14:22:27.935
3864997348.954,689.900,617.300,801.001,756.07,297.58,54173,291.018,10136,0.499,144079.244,18955.921,129638,12,0.535,2026/06/22 14:22:28.943
3864997349.948,706.948,636.854,813.444,755.87,297.58,53202,291.018,10136,0.494,144079.244,18955.921,128136,12,0.535,2026/06/22 14:22:29.935
3864997350.953,692.463,622.972,802.878,756.80,297.58,54066,291.018,10136,0.498,144079.244,18955.921,130073,12,0.535,2026/06/22 14:22:30.943
3864997351.952,677.782,611.911,792.155,756.18,297.58,54703,291.018,10136,0.502,144079.244,18955.921,132045,12,0.535,2026/06/22 14:22:31.942
3864997352.957,683.397,612.697,796.252,755.87,297.58,54358,291.018,10136,0.500,144079.244,18955.921,130330,12,0.535,2026/06/22 14:22:32.943
3864997353.954,713.610,639.752,818.312,756.33,297.58,53121,291.018,10136,0.492,144079.244,18955.921,127309,12,0.535,2026/06/22 14:22:33.943
3864997354.950,710.179,638.846,815.805,756.18,297.58,53133,291.018,10136,0.493,144079.244,18955.921,127778,12,0.535,2026/06/22 14:22:34.938
3864997355.953,697.134,629.676,806.285,756.54,297.58,53695,291.018,10136,0.497,144079.244,18955.921,129682,12,0.535,2026/06/22 14:22:35.942
3864997356.955,689.060,621.806,800.383,755.50,297.58,54228,291.018,10136,0.499,144079.244,18955.921,130855,12,0.535,2026/06/22 14:22:36.943
3864997357.971,654.949,589.595,775.487,756.18,297.58,55866,291.018,10136,0.507,144079.244,18955.921,134354,12,0.535,2026/06/22 14:22:37.970
